1	2026-09-17T17:33:37.480886804+0100	00:0c:29:67:21:1f	ff:ff:ff:ff:ff:ff	1	192.168.15.128	00:0c:29:67:21:1f	192.168.15.2	00:00:00:00:00:00
2	2026-09-17T17:33:37.481398009+0100	00:50:56:fe:08:a5	00:0c:29:67:21:1f	2	192.168.15.2	00:50:56:fe:08:a5	192.168.15.128	00:0c:29:67:21:1f
